Brian,Dan,Joanna,Jason,7
KevinL,Ajith,Bing,Joanna,3
JonJ,Jason,KevinL,Ajith,5
JonJ,Jason,Brian,JohnH,3
JonJ,Jason,Alex,Dan,5
Reynolds,Ajith,JonJ,Jason,6
Brian,JohnH,Reynolds,Ajith,7
Alex,Dan,Brian,JohnH,2
Alex,Dan,Jason,JohnH,7
Alex,Dan,Reynolds,Ajith,7
Zach,JohnH,Melisa,Chris,5
Zach,JohnH,Melisa,Chris,4
Zach,JohnH,Reynolds,Jason,6
Joanna,Ajith,Bing,Trevor,5
Peter,Alex,Joanna,Ajith,3
Peter,Alex,Jason,Reynolds,5
Joanna,Jacques,Alex,Peter,6
Joanna,Jacques,Melisa,Reynolds,6
Alex,Jacques,Reynolds,Ajith,7
Dan,Trevor,Melisa,Joanna,3
Melisa,Joanna,Dan,Trevor,7
Dan,Trevor,Melisa,Joanna,3
Melisa,Dan,Trevor,Joanna,1
JonJ,Sneha,Joanna,Raihan,7
Joanna,Raihan,JonJ,Sneha,1
JonJ,Sneha,Joanna,Raihan,5
JonJ,Zach,Reynolds,Jason,5
Alex,Jacques,JonJ,Zach,5
Jason,Chris,Alex,Jacques,6
Jason,Chris,Joanna,JohnH,5
Jason,Chris,Brian,Ajith,4
Reynolds,Dan,Jason,Chris,5
Reynolds,Dan,Brian,Alex,6
Reynolds,Dan,Alex,Ajith,6
Joanna,Ajith,Bing,Trevor,5
Peter,Alex,Joanna,Ajith,3
Peter,Alex,Jason,Reynolds,5
Joanna,Jacques,Alex,Peter,6
Joanna,Jacques,Melisa,Reynolds,6
Alex,Jacques,Reynolds,Ajith,7
Dan,Trevor,Melisa,Joanna,3
Melisa,Joanna,Dan,Trevor,7
Dan,Trevor,Melisa,Joanna,3
Melisa,Dan,Trevor,Joanna,1
JonJ,Sneha,Joanna,Raihan,7
Joanna,Raihan,JonJ,Sneha,1
JonJ,Sneha,Joanna,Raihan,5
JonJ,Zach,Reynolds,Jason,5
Alex,Jacques,JonJ,Zach,5
Jason,Chris,Alex,Jacques,6
Jason,Chris,Joanna,JohnH,5
Jason,Chris,Brian,Ajith,4
Reynolds,Dan,Jason,Chris,5
Reynolds,Dan,Brian,Alex,6
Reynolds,Dan,Alex,Ajith,6
Alex,Chris,Zach,Reynolds,6
Alex,Chris,Zach,Reynolds,4
Reynolds,Zach,Alex,Chris,7
Reynolds,Zach,Alex,Chris,4
Reynolds,Joanna,Zach,Jacques,5
Joanna,Reynolds,Alex,JohnH,5
Reynolds,Joanna,Chris,Jacques,7
Peter,Dan,Joanna,Reynolds,2
Peter,Dan,Alex,JohnH,5
Dan,Reynolds,Kwang,Raihan,3
Alex,Joanna,Dan,Reynolds,7
Alex,Joanna,Brian,Jacques,4
KevinG,Dan,Joanna,Alex,5
Zach,Kwang,Jason,Sneha,2
Jason,Chris,Zach,Kwang,5
Jason,Chris,Zach,Kwang,3
Bing,Jason,Zach,Joanna,4
Joanna,Zach,Bing,Jason,5
Joanna,Zach,Bing,Jason,4
Zach,Joanna,KevinG,Chris,1
Brian,Alex,Zach,Joanna,7
Brian,Alex,Reynolds,JohnH,1
Alex,Brian,Bing,Joanna,2
Trevor,Jacques,Reynolds,Alex,5
Dan,JohnH,Trevor,Jacques,3
Dan,JohnH,Jason,Raihan,5
Dan,JohnH,Reynolds,Brian,3
Dan,Brian,Alex,Jacques,7
Chris,Dan,Alex,JohnH,6
Chris,Dan,KevinG,Jacques,6
Melisa,Alex,Trevor,Dan,5
Joanna,Jacques,Melisa,Alex,5
Joanna,Jacques,KevinG,Trevor,3
Trevor,Chris,Joanna,Jacques,1
Trevor,Chris,Alex,Trevor,6
Chris,Dan,Alex,Trevor,5
Alex,Chris,Zach,Reynolds,6
Alex,Chris,Zach,Reynolds,4
Reynolds,Zach,Alex,Chris,7
Reynolds,Zach,Alex,Chris,4
Reynolds,Joanna,Zach,Jacques,5
Joanna,Reynolds,Alex,JohnH,5
Reynolds,Joanna,Chris,Jacques,7
Peter,Dan,Joanna,Reynolds,2
Peter,Dan,Alex,JohnH,5
Dan,Reynolds,Kwang,Raihan,3
Alex,Joanna,Dan,Reynolds,7
Alex,Joanna,Brian,Jacques,4
KevinG,Dan,Joanna,Alex,5
Zach,Kwang,Jason,Sneha,2
Jason,Chris,Zach,Kwang,5
Jason,Chris,Zach,Kwang,3
Bing,Jason,Zach,Joanna,4
Joanna,Zach,Bing,Jason,5
Joanna,Zach,Bing,Jason,4
Zach,Joanna,KevinG,Chris,1
Brian,Alex,Zach,Joanna,7
Brian,Alex,Reynolds,JohnH,1
Alex,Brian,Bing,Joanna,2
Trevor,Jacques,Reynolds,Alex,5
Dan,JohnH,Trevor,Jacques,3
Dan,JohnH,Jason,Raihan,5
Dan,JohnH,Reynolds,Brian,3
Dan,Brian,Alex,Jacques,7
Chris,Dan,Alex,JohnH,6
Chris,Dan,KevinG,Jacques,6
Melisa,Alex,Trevor,Dan,5
Joanna,Jacques,Melisa,Alex,5
Joanna,Jacques,KevinG,Trevor,3
Trevor,Chris,Joanna,Jacques,1
Trevor,Chris,Alex,Trevor,6
Chris,Dan,Alex,Trevor,5
Zach,Jason,Joanna,Trevor,5
Joanna,Trevor,Jason,Zach,5
Joanna,Trevor,Bing,Dan,5
Jason,Kwang,Trevor,Joanna,7
Reynolds,Jacques,Jason,Kwang,7
Reynolds,Jacques,Alex,Dan,7
Reynolds,Jacques,Brian,JohnH,4
Joanna,Alex,Reynolds,Jacques,5
Dan,JohnH,Alex,Brian,6
Dan,JohnH,Alex,Joanna,7
JonJ,Kwang,Jason,Raihan,7
Jason,Zach,JonJ,Kwang,6
Jason,Jacques,Alex,Trevor,7
Jason,Jacques,Peter,Alex,7
Alex,Peter,Jason,Jacques,5
Alex,Peter,Jason,Jacques,6
Jason,Brian,JonJ,Jacques,6
Peter,Sneha,Jason,Brian,7
Kwang,Jacques,Peter,Sneha,5
Kwang,Jacques,Brian,Sneha,3
Jason,Trevor,Bing,Joanna,5
Jason,Trevor,Joanna,JohnH,7
Chris,Jacques,Jason,Trevor,5
Joanna,Bing,Jayanth,Jacques,4
Zach,Jason,Brian,Dan,6
Joanna,Brian,Zach,Jason,4
Joanna,Brian,Jason,Dan,7
Jason,Dan,Joanna,Brian,5
Bing,Dan,Brian,Joanna,2
Joanna,Brian,Bing,Dan,3
Jason,Brian,JonJ,Jacques,6
Peter,Sneha,Jason,Brian,7
Kwang,Jacques,Peter,Sneha,5
Kwang,Jacques,Brian,Sneha,3
Jason,Trevor,Bing,Joanna,5
Jason,Trevor,Joanna,JohnH,7
Chris,Jacques,Jason,Trevor,5
Joanna,Bing,Jayanth,Jacques,4
Zach,Jason,Brian,Dan,6
Joanna,Brian,Zach,Jason,4
Joanna,Brian,Jason,Dan,7
Jason,Dan,Joanna,Brian,5
Bing,Dan,Brian,Joanna,2
Joanna,Brian,Bing,Dan,3
Joanna,Reynolds,Bing,Trevor,5
Reynolds,Joanna,Bing,JohnH,6
Alex,Dan,Joanna,Reynolds,1
Alex,Dan,Peter,Jacques,4
Alex,Dan,Kwang,Raihan,2
Alex,Dan,Brian,JohnH,7
Reynolds,Peter,Dan,Alex,6
Reynolds,Peter,Jason,Joanna,7
Reynolds,Peter,Brian,JohnH,6
Reynolds,Alex,Trevor,Dan,6
Trevor,Dan,Reynolds,Alex,2
Reynolds,Jason,Trevor,Dan,4
Jason,Dan,Reynolds,Trevor,5
Dan,Chris,Trevor,Jason,7
Dan,Jacques,Joanna,Trevor,2
Dan,Jacques,Joanna,Trevor,1
Bing,Dan,Joanna,Jacques,3
Bing,Dan,Joanna,Jacques,3
Bing,Dan,JohnH,Trevor,4
Alex,Jacques,Bing,Dan,4
Bing,Dan,Alex,Jacques,7
Bing,Dan,Alex,Jacques,6
KevinG,Dan,Alex,Bing,6
Jason,Alex,KevinG,Dan,3
Zach,Chris,Joanna,Reynolds,6
Alex,JohnH,Zach,Chris,4
Alex,JohnH,Dan,Jacques,4
Alex,JohnH,Jason,Raihan,3
Alex,JohnH,Peter,Joanna,4
Alex,JohnH,Brian,Dan,5
Alex,JohnH,Trevor,Jacques,7
Alex,JohnH,KevinG,Kwang,3
Alex,JohnH,Bing,Ajith,7
Alex,JohnH,Jason,Dan,7
Bing,Joanna,Zach,Jason,6
Bing,Joanna,Jason,Zach,4
Jason,Zach,Bing,Joanna,2
Jason,JohnH,Brian,Alex,1
Brian,Dan,Jason,JohnH,5
Alex,JohnH,Brian,Dan,7
Jason,Chris,Alex,JohnH,7
Dan,Chris,Brian,Trevor,2
Alex,JohnH,Dan,Chris,2
Alex,JohnH,Bing,Ajith,2
Alex,JohnH,Trevor,Dan,2
Alex,JohnH,Joanna,Jacques,7
Alex,JohnH,Dan,Trevor,4
Alex,JohnH,Jacques,Ajith,0
Alex,JohnH,Joanna,Dan,7
Alex,JohnH,Trevor,Jacques,7
Jason,Joanna,Zach,Reynolds,4
Jason,Alex,Zach,Reynolds,3
Zach,Dan,Jason,Alex,6
Trevor,Jacques,Zach,Dan,7
Trevor,Jacques,Peter,Reynolds,1
Trevor,Jacques,Alex,Jason,4
Brian,JohnH,Trevor,Jacques,6
Alex,Dan,Brian,JohnH,5
Alex,Dan,Trevor,Jacques,0
Alex,Dan,Brian,JohnH,5
Dan,JohnH,Alex,Trevor,5
Dan,JohnH,Alex,Trevor,5
Melisa,Bing,Trevor,Kwang,7
Jason,JohnH,Melisa,Bing,4
Peter,Dan,JohnH,Jason,3
Alex,Jacques,Peter,Dan,3
Alex,Jacques,Brian,Trevor,3
Alex,Jacques,Bing,JohnH,6
Alex,Jacques,Dan,Peter,5
Alex,Jacques,JohnH,Brian,7
Alex,Jacques,Peter,Jason,3
Peter,JohnH,Alex,Jacques,5
Peter,JohnH,Alex,Jacques,6
Trevor,JohnH,Jason,Reynolds,7
Zach,Joanna,JohnH,Trevor,4
Zach,Joanna,Peter,Jacques,6
Reynolds,Dan,Joanna,Zach,1
Reynolds,Dan,Jason,Alex,3
Reynolds,Dan,Brian,JohnH,3
Reynolds,Dan,Trevor,JohnH,3
Reynolds,Dan,Joanna,Alex,3
Reynolds,Dan,Brian,Jason,1
Reynolds,Dan,JohnH,Jacques,4
Reynolds,Dan,Alex,Ajith,6
Reynolds,Dan,JohnH,Chris,5
Alex,JohnH,Reynolds,Dan,7
Joanna,Brian,Bing,Trevor,3
Joanna,Brian,Bing,Melisa,3
Trevor,Joanna,Bing,Brian,4
Melisa,Brian,Trevor,Joanna,7
Melisa,Brian,Trevor,Bing,4
Bing,Brian,Melisa,Joanna,4
Bing,Brian,Joanna,Melisa,3
Dan,Brian,Jason,Jacques,3
Dan,Brian,Joanna,Alex,7
Jason,Jacques,Brian,Dan,4
Jason,Jacques,Joanna,Alex,5
Brian,Dan,Jason,Jacques,3
Alex,Joanna,Brian,Dan,7
Zach,Reynolds,Jason,Raihan,5
Zach,Reynolds,JonJ,Chris,3
Zach,Reynolds,Alex,Jacques,7
Jason,Dan,Zach,Reynolds,2
Jason,Dan,Brian,Kwang,2
Alex,Jacques,Jason,Dan,5
Dan,Brian,Alex,Jacques,7
Dan,Brian,Joanna,Trevor,2
Dan,Brian,Bing,Alex,1
Dan,Brian,Joanna,Jacques,2
Trevor,JohnH,Alex,Bing,6
Trevor,Joanna,Bing,Jason,4
Bing,Jason,Joanna,Trevor,7
Trevor,Joanna,Bing,Jason,2
Trevor,Jason,Joanna,Bing,4
Joanna,Brian,JohnH,Jason,6
Jason,JohnH,Trevor,Brian,6
Joanna,Zach,Trevor,Melisa,5
Joanna,Zach,Brian,JohnH,7
Jason,Dan,Joanna,Zach,2
Dan,Jason,Peter,Alex,0
Jason,Dan,JonJ,Ajith,7
Jason,Dan,JohnH,Peter,3
Dan,Jason,KevinL,Alex,6
Peter,Alex,Brian,JohnH,6
Alex,Peter,Kwang,JohnH,7
Alex,Peter,Brian,Kwang,5
Zach,Reynolds,Alex,Trevor,6
Zach,Reynolds,Trevor,Alex,3
Joanna,Reynolds,Dan,Alex,5
Bing,Brian,Joanna,Reynolds,5
Alex,Dan,Bing,Brian,1
Alex,Dan,Joanna,Reynolds,2
Alex,Dan,Brian,Jason,4
Brian,Dan,Peter,Alex,5
Brian,Dan,Alex,Peter,3
Alex,Peter,Dan,Brian,7
Reynolds,Jacques,Alex,JohnH,7
Jason,Dan,Reynolds,Jacques,4
Jason,Dan,Joanna,Zach,6
Jason,Dan,Alex,Raihan,5
Jason,Dan,Kwang,Trevor,4
Jason,Dan,Reynolds,Alex,2
Jason,Dan,Joanna,Jacques,3
Jason,Dan,Reynolds,Alex,3
Jason,Dan,JohnH,Jacques,4
Trevor,Chris,Jason,KevinG,3
Jason,KevinG,Trevor,Chris,5
Trevor,Chris,Jason,KevinG,7
Brian,Kwang,Trevor,Chris,2
Joanna,JohnH,Brian,Kwang,5
Joanna,JohnH,Peter,Jacques,7
Kwang,Brian,Joanna,JohnH,7
Jason,Dan,Kwang,Brian,0
Alex,Peter,Jason,Dan,5
JohnH,Jacques,Alex,Peter,6
Brian,Dan,JohnH,Jacques,5
Peter,Alex,Brian,Jacques,4
Jason,Melisa,Zach,Joanna,6
Reynolds,Bing,Jason,Melisa,5
Dan,Raihan,Reynolds,Bing,3
Alex,Brian,Dan,Raihan,6
Alex,Brian,Kwang,Jacques,0
Alex,Brian,Joanna,Trevor,7
Reynolds,Dan,Alex,Brian,4
Reynolds,Dan,JohnH,Jacques,2
Reynolds,Dan,Joanna,Zach,4
Reynolds,Dan,Alex,JohnH,5
Reynolds,Dan,Joanna,Jason,0
Reynolds,Dan,Jason,Kwang,5
Alex,Kwang,Trevor,Jacques,5
Alex,Kwang,Joanna,Jacques,5
Joanna,Jacques,Alex,Kwang,3
Joanna,Jacques,Bing,Kwang,0
Joanna,Jacques,Alex,Bing,6
Bing,Alex,Joanna,Jacques,4
Joanna,Jacques,Bing,Alex,7
Trevor,Brian,Joanna,Dan,5
Trevor,Brian,Joanna,Kwang,3
Dan,JohnH,Trevor,Brian,2
Dan,JohnH,Joanna,Trevor,3
Dan,JohnH,Trevor,Jacques,5
Trevor,Brian,Bing,Dan,5
Trevor,Brian,Joanna,Melisa,3
JonJ,Dan,Trevor,Brian,5
JonJ,Dan,Zach,Alex,3
Melisa,Dan,JonJ,Joanna,7
Alex,Chris,Melisa,Dan,6
Alex,Chris,Joanna,Ajith,3
Alex,Chris,Dan,Joanna,4
Jason,Dan,Alex,Ajith,2
Jason,Dan,Alex,Jacques,3
Dan,Sneha,Trevor,Brian,7
Trevor,Brian,Dan,Sneha,4
Trevor,Brian,Ajith,Jacques,1
Brian,Jacques,Joanna,Dan,6
Jason,Dan,Brian,Jacques,5
Jason,JohnH,Joanna,Jacques,5
Zach,Dan,Jason,JohnH,6
Peter,Ajith,Zach,Dan,7
Trevor,Jacques,Joanna,Dan,0
Jason,Ajith,Trevor,Jacques,3
Dan,Jacques,Jason,Ajith,5
Dan,Jacques,Brian,Ajith,2
Dan,Alex,Reynolds,Brian,3
Reynolds,Jacques,Dan,Alex,2
Reynolds,Jacques,Brian,Jason,3
Reynolds,Jacques,Dan,JohnH,4
Jason,Alex,Reynolds,Jacques,7
Jason,Alex,JohnH,Jacques,7Jason,Dan,Reynolds,Alex,2
Jason,Dan,Reynolds,Alex,2
Jason,Dan,Reynolds,Alex,2
Jason,Dan,Reynolds,Alex,2
